user_id,book_title,rating
user_40,The Kite Runner,3
user_233,"Guns, Germs, and Steel",3
user_93,A Game of Thrones,5
user_206,In Cold Blood,4
user_366,Great Expectations,2
user_146,Anna Karenina,4
user_197,A Little Life,3
user_301,In Cold Blood,4
user_187,Foundation,4
user_71,Sapiens,2
user_149,The Kite Runner,4
user_134,A Game of Thrones,5
user_49,Crime and Punishment,5
user_1,Gone Girl,5
user_60,Foundation,5
user_261,Jane Eyre,5
user_39,Great Expectations,2
user_96,"Guns, Germs, and Steel",3
user_170,Ender's Game,3
user_260,Mistborn,4
user_143,The Immortal Life of Henrietta Lacks,3
user_155,Gone Girl,3
user_374,The Road,4
user_198,Into Thin Air,4
user_282,And Then There Were None,3
user_309,Mistborn,4
user_123,Crime and Punishment,4
user_31,A Little Life,2
user_236,Mistborn,4
user_347,Normal People,4
user_332,The Girl with the Dragon Tattoo,4
user_396,The Midnight Library,3
user_78,The Kite Runner,3
user_40,The Wright Brothers,4
user_170,The Da Vinci Code,3
user_16,To Kill a Mockingbird,4
user_158,Never Let Me Go,5
user_26,The Da Vinci Code,2
user_213,Gone Girl,3
user_224,The Girl with the Dragon Tattoo,4
user_280,"Thinking, Fast and Slow",3
user_32,Where the Crawdads Sing,4
user_116,In Cold Blood,4
user_206,Ender's Game,3
user_101,Pride and Prejudice,4
user_303,Crime and Punishment,3
user_347,Foundation,3
user_327,The Immortal Life of Henrietta Lacks,4
user_220,The Night Circus,2
user_144,Wuthering Heights,2
user_99,Neuromancer,3
user_182,The Girl with the Dragon Tattoo,5
user_156,Ender's Game,3
user_121,In Cold Blood,4
user_205,The Da Vinci Code,4
user_257,Educated,3
user_355,The Immortal Life of Henrietta Lacks,3
user_125,Normal People,3
user_216,Sapiens,3
user_23,In Cold Blood,4
user_45,A Little Life,2
user_328,Educated,3
user_362,The Fellowship of the Ring,4
user_290,"Guns, Germs, and Steel",1
user_14,To Kill a Mockingbird,3
user_381,The Girl with the Dragon Tattoo,3
user_14,A Game of Thrones,5
user_121,War and Peace,3
user_376,The Name of the Wind,2
user_389,In Cold Blood,4
user_259,A Game of Thrones,4
user_213,The Hound of the Baskervilles,3
user_313,Circe,4
user_375,"Thinking, Fast and Slow",4
user_30,Mistborn,3
user_368,The Kite Runner,4
user_184,Ender's Game,4
user_260,Into Thin Air,4
user_276,Pride and Prejudice,4
user_189,Circe,4
user_197,Jane Eyre,4
user_202,A Brief History of Time,4
user_301,Into Thin Air,3
user_299,Great Expectations,2
user_168,The Night Circus,3
user_30,The Fellowship of the Ring,3
user_256,Circe,4
user_12,And Then There Were None,3
user_126,Where the Crawdads Sing,4
user_240,A Brief History of Time,3
user_76,The Night Circus,3
user_332,Into Thin Air,2
user_371,War and Peace,3
user_113,The Hound of the Baskervilles,5
user_269,Rebecca,3
user_72,And Then There Were None,3
user_243,The Kite Runner,3
user_273,The Wright Brothers,4
user_349,The Girl with the Dragon Tattoo,3
user_66,Moby-Dick,4
user_391,War and Peace,3
user_278,A Brief History of Time,4
user_112,Rebecca,2
user_67,The Hobbit,5
user_109,And Then There Were None,2
user_331,Beloved,4
user_72,Dune,4
user_231,Where the Crawdads Sing,4
user_94,The Road,3
user_344,Wuthering Heights,3
user_61,The Da Vinci Code,3
user_389,"Guns, Germs, and Steel",3
user_2,Mistborn,4
user_381,Mistborn,3
user_190,Crime and Punishment,2
user_245,Gone Girl,4
user_319,A Little Life,4
user_153,"Thinking, Fast and Slow",3
user_202,Great Expectations,4
user_223,The Night Circus,2
user_324,The Da Vinci Code,3
user_54,Circe,2
user_151,Jane Eyre,4
user_145,The Immortal Life of Henrietta Lacks,3
user_52,Sapiens,5
user_54,Gone Girl,4
user_31,Sapiens,4
user_210,Educated,4
user_114,In Cold Blood,4
user_247,Educated,3
user_132,"Thinking, Fast and Slow",4
user_399,Never Let Me Go,4
user_100,Educated,4
user_330,Educated,4
user_19,Great Expectations,1
user_133,Beloved,3
user_252,Jane Eyre,4
user_71,Foundation,3
user_282,The Hound of the Baskervilles,3
user_171,The Hobbit,4
user_377,Moby-Dick,4
user_40,The Fellowship of the Ring,4
user_34,Pride and Prejudice,4
user_310,"Guns, Germs, and Steel",3
user_109,The Immortal Life of Henrietta Lacks,4
user_329,Beloved,4
user_295,The Girl with the Dragon Tattoo,4
user_375,War and Peace,4
user_243,Where the Crawdads Sing,4
user_155,War and Peace,3
user_369,The Road,3
user_349,Ender's Game,3
user_136,Never Let Me Go,5
user_261,Beloved,4
user_110,Dune,4
user_130,The Hobbit,4
user_122,Wuthering Heights,3
user_277,The Wright Brothers,4
user_200,Crime and Punishment,1
user_397,Anna Karenina,4
user_389,Where the Crawdads Sing,4
user_197,The Silence of the Lambs,5
user_226,The Great Gatsby,3
user_371,The Hound of the Baskervilles,2
user_380,The Hound of the Baskervilles,4
user_56,The Road,3
user_333,Mistborn,4
user_66,War and Peace,3
user_200,Foundation,2
user_338,Crime and Punishment,3
user_0,Rebecca,3
user_394,The Great Gatsby,4
user_380,The Road,3
user_135,Crime and Punishment,4
user_65,And Then There Were None,3
user_56,Circe,4
user_203,Rebecca,3
user_271,Ender's Game,3
user_159,Circe,3
user_282,The Girl with the Dragon Tattoo,4
user_8,Sapiens,3
user_366,The Left Hand of Darkness,4
user_266,To Kill a Mockingbird,3
user_288,The Da Vinci Code,3
user_365,The Fellowship of the Ring,4
user_382,Dune,5
user_59,Wuthering Heights,4
user_112,Never Let Me Go,4
user_169,A Brief History of Time,3
user_71,The Immortal Life of Henrietta Lacks,4
user_101,To Kill a Mockingbird,4
user_108,The Night Circus,2
user_209,Great Expectations,3
user_346,And Then There Were None,4
user_201,Into Thin Air,4
user_331,Into Thin Air,2
user_187,Sapiens,4
user_299,Sapiens,4
user_55,Mistborn,3
user_123,The Kite Runner,3
user_120,A Game of Thrones,5
user_162,The Silence of the Lambs,5
user_349,Never Let Me Go,3
user_69,To Kill a Mockingbird,5
user_198,"Thinking, Fast and Slow",3
user_368,Pride and Prejudice,4
user_241,A Game of Thrones,5
user_136,Neuromancer,4
user_176,The Night Circus,3
user_356,Into Thin Air,4
user_25,The Night Circus,3
user_178,Neuromancer,3
user_287,The Da Vinci Code,4
user_352,The Fellowship of the Ring,4
user_18,Beloved,3
user_124,"Guns, Germs, and Steel",2
user_343,The Da Vinci Code,2
user_148,Anna Karenina,4
user_340,Great Expectations,2
user_94,A Game of Thrones,5
user_179,The Girl with the Dragon Tattoo,4
user_26,The Left Hand of Darkness,3
user_143,Dune,4
user_297,Normal People,3
user_88,Ender's Game,5
user_240,"Guns, Germs, and Steel",4
user_133,Ender's Game,4
user_254,Beloved,3
user_311,Normal People,5
user_191,War and Peace,4
user_153,Never Let Me Go,4
user_268,The Kite Runner,3
user_221,Rebecca,3
user_135,Wuthering Heights,5
user_399,The Midnight Library,3
user_152,The Name of the Wind,3
user_348,Ender's Game,4
user_182,Dune,4
user_125,Moby-Dick,4
user_84,Never Let Me Go,5
user_46,"Thinking, Fast and Slow",3
user_190,And Then There Were None,2
user_56,The Immortal Life of Henrietta Lacks,3
user_233,Dune,4
user_25,The Road,4
user_311,Crime and Punishment,4
user_52,Circe,3
user_183,Dune,4
user_66,Beloved,5
user_37,Great Expectations,3
user_323,Dune,5
user_354,Dune,4
user_88,In Cold Blood,4
user_220,Moby-Dick,4
user_253,Normal People,3
user_252,Dune,4
user_185,The Kite Runner,4
user_7,Jane Eyre,4
user_225,Jane Eyre,4
user_176,Neuromancer,5
user_113,Circe,4
user_248,Wuthering Heights,3
user_11,"Guns, Germs, and Steel",3
user_24,Great Expectations,3
user_174,Foundation,3
user_199,A Brief History of Time,4
user_355,To Kill a Mockingbird,4
user_40,The Road,3
user_155,Mistborn,4
user_31,Normal People,3
user_270,Jane Eyre,4
user_331,The Da Vinci Code,3
user_99,In Cold Blood,4
user_122,Dune,4
user_110,Into Thin Air,4
user_43,The Road,3
user_375,A Little Life,5
user_210,Rebecca,4
user_87,The Kite Runner,3
user_212,Gone Girl,3
user_69,The Immortal Life of Henrietta Lacks,3
user_325,The Midnight Library,3
user_202,Gone Girl,4
user_226,The Girl with the Dragon Tattoo,3
user_197,Beloved,4
user_302,Dune,5
user_31,Crime and Punishment,4
user_59,Rebecca,3
user_35,Sapiens,2
user_275,Into Thin Air,4
user_5,Circe,4
user_360,The Road,4
user_328,Rebecca,3
user_42,Neuromancer,3
user_70,A Little Life,4
user_174,Jane Eyre,3
user_131,The Immortal Life of Henrietta Lacks,5
user_229,Neuromancer,3
user_371,Mistborn,3
user_332,And Then There Were None,2
user_29,Sapiens,3
user_358,Ender's Game,3
user_284,Educated,4
user_340,The Da Vinci Code,2
user_191,In Cold Blood,4
user_58,Rebecca,4
user_205,Never Let Me Go,5
user_329,Rebecca,4
user_90,The Da Vinci Code,3
user_15,And Then There Were None,2
user_135,Ender's Game,4
user_125,A Little Life,4
user_241,Rebecca,3
user_248,The Immortal Life of Henrietta Lacks,3
user_33,The Kite Runner,3
user_24,Mistborn,4
user_39,A Brief History of Time,4
user_196,Educated,3
user_339,The Midnight Library,4
user_263,Rebecca,4
user_215,Into Thin Air,4
user_317,The Name of the Wind,3
user_43,Great Expectations,3
user_170,The Road,3
user_16,The Hound of the Baskervilles,3
user_356,"Guns, Germs, and Steel",4
user_154,Never Let Me Go,4
user_37,War and Peace,4
user_331,The Wright Brothers,2
user_5,The Midnight Library,3
user_3,Beloved,3
user_5,A Little Life,2
user_210,Gone Girl,4
user_123,Great Expectations,1
user_375,Never Let Me Go,5
user_165,The Night Circus,3
user_332,The Left Hand of Darkness,4
user_266,Normal People,4
user_276,The Kite Runner,3
user_156,The Hound of the Baskervilles,3
user_127,Ender's Game,3
user_319,Great Expectations,3
user_351,Beloved,4
user_399,Beloved,4
user_45,Normal People,3
user_123,Moby-Dick,3
user_89,Where the Crawdads Sing,5
user_175,Educated,3
user_294,Sapiens,4
user_49,War and Peace,4
user_278,The Left Hand of Darkness,5
user_159,Educated,4
user_219,Pride and Prejudice,4
user_320,Jane Eyre,4
user_174,Never Let Me Go,4
user_355,Circe,4
user_164,The Fellowship of the Ring,4
user_153,And Then There Were None,3
user_37,The Night Circus,3
user_219,In Cold Blood,3
user_181,A Little Life,3
user_366,Foundation,3
user_338,In Cold Blood,3
user_56,"Guns, Germs, and Steel",3
user_281,In Cold Blood,5
user_275,The Kite Runner,3
user_66,The Wright Brothers,4
user_314,Moby-Dick,3
user_313,Gone Girl,4
user_25,Beloved,3
user_326,The Wright Brothers,3
user_338,Pride and Prejudice,4
user_210,War and Peace,5
user_285,Dune,4
user_220,The Wright Brothers,3
user_114,The Midnight Library,4
user_135,Rebecca,3
user_319,Anna Karenina,5
user_163,Into Thin Air,2
user_350,Mistborn,2
user_372,Circe,4
user_53,Sapiens,4
user_364,To Kill a Mockingbird,4
user_140,A Game of Thrones,5
user_51,Crime and Punishment,2
user_397,The Midnight Library,3
user_168,The Silence of the Lambs,4
user_261,Gone Girl,4
user_241,In Cold Blood,5
user_97,Neuromancer,3
user_295,The Night Circus,3
user_94,The Hobbit,5
user_198,Foundation,4
user_314,A Little Life,5
user_348,The Kite Runner,4
user_247,Beloved,4
user_229,Wuthering Heights,3
user_125,Dune,4
user_299,The Hobbit,4
user_169,The Immortal Life of Henrietta Lacks,3
user_50,Moby-Dick,4
user_232,Circe,3
user_148,Into Thin Air,3
user_222,Sapiens,3
user_385,Never Let Me Go,5
user_395,Neuromancer,3
user_105,Gone Girl,3
user_249,The Da Vinci Code,3
user_390,Ender's Game,3
user_127,Neuromancer,4
user_1,Normal People,4
user_250,The Fellowship of the Ring,3
user_319,The Fellowship of the Ring,4
user_98,A Brief History of Time,2
user_22,A Little Life,3
user_346,Sapiens,4
user_21,In Cold Blood,5
user_370,Jane Eyre,3
user_140,Educated,3
user_123,The Hobbit,3
user_148,The Kite Runner,3
user_206,The Name of the Wind,3
user_110,A Brief History of Time,4
user_206,The Night Circus,2
user_392,Normal People,4
user_43,A Little Life,3
user_220,The Road,4
user_330,A Game of Thrones,5
user_24,The Road,3
user_166,And Then There Were None,3
user_187,The Silence of the Lambs,4
user_342,Beloved,4
user_49,The Great Gatsby,3
user_127,The Wright Brothers,3
user_76,Foundation,4
user_389,Anna Karenina,4
user_264,Ender's Game,3
user_9,A Little Life,2
user_59,Neuromancer,3
user_152,War and Peace,3
user_145,The Great Gatsby,2
user_103,Normal People,3
user_219,Great Expectations,3
user_160,Where the Crawdads Sing,4
user_374,Never Let Me Go,4
user_13,The Hound of the Baskervilles,3
user_258,Foundation,4
user_108,The Great Gatsby,4
user_89,The Name of the Wind,3
user_98,Anna Karenina,3
user_330,The Immortal Life of Henrietta Lacks,5
user_151,Where the Crawdads Sing,4
user_331,The Left Hand of Darkness,5
user_206,The Wright Brothers,2
user_173,Gone Girl,4
user_11,A Little Life,3
user_354,Pride and Prejudice,3
user_182,Ender's Game,4
user_57,Pride and Prejudice,5
user_323,Into Thin Air,3
user_78,The Da Vinci Code,4
user_191,The Wright Brothers,4
user_7,The Hound of the Baskervilles,4
user_130,Normal People,2
user_209,Wuthering Heights,3
user_170,The Hound of the Baskervilles,4
user_47,"Guns, Germs, and Steel",3
user_130,To Kill a Mockingbird,4
user_253,The Name of the Wind,4
user_207,The Left Hand of Darkness,4
user_68,Dune,5
user_300,A Little Life,5
user_152,Foundation,3
user_353,Crime and Punishment,3
user_1,Sapiens,3
user_350,"Thinking, Fast and Slow",2
user_365,In Cold Blood,5
user_234,The Fellowship of the Ring,4
user_258,In Cold Blood,4
user_130,Mistborn,3
user_335,A Brief History of Time,4
user_144,The Kite Runner,3
user_98,Where the Crawdads Sing,4
user_312,Pride and Prejudice,4
user_308,The Great Gatsby,3
user_9,Foundation,3
user_37,Wuthering Heights,5
user_140,Circe,4
user_322,The Midnight Library,4
user_89,The Hobbit,4
user_125,Educated,4
user_63,A Little Life,3
user_60,A Little Life,3
user_225,The Silence of the Lambs,5
user_225,The Da Vinci Code,3
user_103,"Thinking, Fast and Slow",5
user_58,Beloved,5
user_217,"Guns, Germs, and Steel",2
user_395,Wuthering Heights,3
user_167,"Guns, Germs, and Steel",3
